sk_id;data_referencia;data_extracao;site;categoria;marca;termo_buscado;titulo_anuncio;quantidade_embalagem;preco_total_anuncio;preco_unitario;link
dfd50493687b1b09451ce6866c8584df;2026-06-25;2026-06-25 22:48:39.201398;Amazon;refrigerante;Coca-Cola;Refrigerante Coca-Cola Pet 2L;Coca-Cola Original 2L;1;11.38;11.38;https://www.amazon.com.br/Coca-Cola-Original-2l-Unidade/dp/B07SYGDBZD/ref=sr_1_1_br_f3_0g_amnow?dib=eyJ2IjoiMSJ9.ongjZ2RRtL-zzRpEodC58T6XYPVp1np5AbK1b-5PP1WwMOi9AEOa2O4aRmzBm4GiKYyp6yrp6x7s_ryLu0xyTWgHTVW8nMIObiHwG7gui1x1m-jCYXnhKL9k5WRRP-FgX96BjQ6Uew6OYncuGa9oRkIpecKJw7Y-PGaNbtXUl5Bze27iKmPESN1yB2o8So_JSc4k6cwolEL-HaPFDPCnYjRiGCPeI-fpTzKne6cY_UorSwEgjwbB52xiS8nUZZe2-ygoM3GH8xIHVTYv3884sGtFJRsvku88LhpTOqEu2sk.p0oVcKbf3TqRuHB_I1Xg4QM5mWU2H0x7CQbgABM5GM8&dib_tag=se&keywords=Refrigerante+Coca-Cola+2L&qid=1782438397&s=grocery&sr=1-1
b89470c5e2f7bf22f5d398cbab8be647;2026-06-25;2026-06-25 22:48:04.224564;Amazon;cerveja;Heineken;Cerveja Heineken Lata 350ml;Heineken Cerveja Sleek Lata 350ml Pack 12 Unidades;12;59.9;4.99;https://www.amazon.com.br/Cerveja-Heineken-Pilsen-LATA-350/dp/B0CMXW6ZYB/ref=sr_1_1?dib=eyJ2IjoiMSJ9.YwlMALGyaB1eLiHvQ-WdbF9tlKhTTJYirW_Lwl1JExdinQ8oIPtfNmcf03cx4tGyJAQX69Vp6XJXXsIQRLJxaG2XhMYXVU7zwZZdDXRKo_UVeVX3KBAw46h_a_43uhJbypH8W61dIp6Qqu4Db8AQsHgKX_4cc8T_Lab3u5vAsrpU5ukXe0fItd3GBQaNg-QVU5caXNBt9KZwcgAAG8YG3PwxNfx_Ko0x61Bh7EoA0a3rxua8uS_wPOlzSQS6quZbtJhPG4Ot6utmO6QU56ZkJkH0dZK8_8F7TrQPFpOC4-8.O0dNAc9SsDYWngYWC73slBTVcfBUbE0N4BDOGbGJe3M&dib_tag=se&keywords=Cerveja+Heineken+350ml&qid=1782438361&s=grocery&sr=1-1
ad6dd9a89a016d7d178284614f4da5fc;2026-06-25;2026-06-25 22:48:21.984939;Amazon;whisky;Johnnie Walker;Whisky Johnnie Walker Red Label 1L;Whisky Johnnie Walker Red Label 1L;1;79.9;79.9;https://www.amazon.com.br/Whisky-Johnnie-Walker-Label-Blended/dp/B004Q47N5G/ref=sr_1_1?dib=eyJ2IjoiMSJ9.6_W5nvO8nbL1-obijYzgd2U4byat3go5rwv2K0UFt0bQXAIxUpERCm21QJ9nLM5C-QkNnpYjeXmVCAdklaPbhjRStczIyUldd9OCz7TPSUt0NHeHPYH3C1hbc5AdfC_4KDCj2aMVzooToLp7unqJxyv6OK3t-ncdV4AZ81Qv5nx6MS5uep1k4Vikl8DO8s2jhVWFS5I-QlIp3y3rg-lXnJqPPwTuWOhBTS7aDCNCDT668LrpZBn9rk5lU6MdltMB9FSdVHkeFKQLIBqATUn5fsukWTcLphnw1DOtHCJadaw.ths0O22V2ZmNkRwTrX45yhN8J9_rk_je05r3BgORlLM&dib_tag=se&keywords=Whisky+Johnnie+Walker+Red+Label+1L&qid=1782438380&s=grocery&sr=1-1
bdc9f5c0bee3da41170862ef61df3fb4;2026-06-25;2026-06-25 22:48:30.700150;Amazon;energetico;Red Bull;Energetico Red Bull Energy Drink Lata 250ml;Red Bull Energético, Energy Drink, 250ml, 4 latas;4;31.07;7.77;https://www.amazon.com.br/Energ%C3%A9tico-Energy-Drink-250ml-latas/dp/B004HOEU4M/ref=sr_1_1?dib=eyJ2IjoiMSJ9.JvY5LmZFXrijIu9gzwUf2c0d74qbV8vFgZs5oqoF319Xbf-KgltuDM70RcQFy8aM5l9UY3mLYY9AufOoWP9A_WnbL1uM-DjFe-CJeerqWIgyLD8c35AgYp2Dr-ZnHS6MxXJG6iNuge4tmDDv0OMlFWk_mJFqVNjvcFK5UxAd9LF-mijr80Tx7Jnbu2ZcmdbASNkBwcs-5rtvverTw2yJrTGJEkLt58PbK9iqMr3SsDD9Y5g4ADiPPySl4ZaZr5eEZMInWpuobYYbvmj4UwIjjLytmMdCp7d7gt_Gh5epj2k.hNAjXjntsb_SGM-oRCEMDi1sN_ncwuBEPprXbZuSPlA&dib_tag=se&keywords=Energetico+Red+Bull+Energy+Drink+250ml&qid=1782438388&s=grocery&sr=1-1
cdd8fc547689b0049eeaf6e9948b4a77;2026-06-25;2026-06-25 22:48:13.253476;Amazon;cerveja;Spaten;Cerveja Spaten Lata 350ml;Pack Cerveja Spaten, Puro Malte, 350ml, Lata - 12 Unidades;12;55.79;4.65;https://www.amazon.com.br/Pack-Cerveja-Spaten-Malte-350ml/dp/B0CN9NGTXK/ref=sr_1_1?dib=eyJ2IjoiMSJ9.2H54ArIn9F0DKsCKbNWMtJ6YKAD2_ym-xJ33f1gh1gftk67KJI4GjSHJQCkLqY9_bqa8cUBOLXxn75OWuq8e_JdT-1fKEDrZdXqoe0zpBZwZd8KcGzMH5o6Zk8uv0cV1cEKXiX-xW9zRkOlavxIDolz-6GZifVPmW1g4uE8lqmY52DtTPJLBtJgl9fLfKf79a0C9kNhP3NyUdVSpF0s-RVmrs0Hq0iPz4GXrQQaNFMPz4kYs58t8NY4OsuO2hlU2YyMqdGFY1b8jTQ39rTs7AslnlZuhfWqy61PzTRdi_wU.nKg-cWCBEoKY7td8ruTb5XFdelH1Rky94JTcWxSsbBU&dib_tag=se&keywords=Cerveja+Spaten+350ml&qid=1782438371&s=grocery&sr=1-1
0429d6efeef241e4ef92df772cbdb15c;2026-06-25;2026-06-25 22:50:02.107056;Atacadao;refrigerante;Coca-Cola;Refrigerante Coca-Cola Pet 2L;Refrigerante Coca-Cola 2L;1;9.99;9.99;Extraido via Menu Dropdown
d8654857693054f2132fdae6ba6520a7;2026-06-25;2026-06-25 22:49:27.936603;Atacadao;cerveja;Heineken;Cerveja Heineken Lata 350ml;Cerveja Heineken Sleek 350ml;1;4.89;4.89;Extraido via Menu Dropdown
43873040824eeb3730738264796003c4;2026-06-25;2026-06-25 22:49:44.720816;Atacadao;whisky;Johnnie Walker;Whisky Johnnie Walker Red Label 1L;Whisky Johnnie Walker Red Label 1L;1;79.9;79.9;Extraido via Menu Dropdown
fa104daec2e58468c7353254d089305d;2026-06-25;2026-06-25 22:49:54.036346;Atacadao;energetico;Red Bull;Energetico Red Bull Energy Drink Lata 250ml;Energético Red Bull Energy Drink 250ml;1;9.49;9.49;Extraido via Menu Dropdown
0cb1b96096e1481394327f30ad369d43;2026-06-25;2026-06-25 22:49:35.704927;Atacadao;cerveja;Spaten;Cerveja Spaten Lata 350ml;Cerveja Spaten Puro Malte 350ml;1;4.69;4.69;Extraido via Menu Dropdown
